Index,Combined,Division,Dept,Course_x,Class#,Session,Modality,Component,Start,End,Days,Instructor,Room,Starting Enrollment,Current Enrollment,Capacity,Perc Drop,Graded Count,Success Count,Success Rate
488,0,FAC,MUS,MUS 105,22711,18,ONLINE,Lecture,TBA,0,0,DeMichele,ONLINE,37,27,30,0.27027027,34,20,0.588235294
489,0,FAC,MUS,MUS 105,27692,18,ONLINE,Lecture,TBA,0,0,Betancourt,ONLINE,31,18,30,0.419354839,28,13,0.464285714
490,0,FAC,MUS,MUS 110,24373,18,ONLINE,Lecture,TBA,0,0,Maz,ONLINE,41,27,30,0.341463415,32,25,0.78125
491,MUS 113/MUS 112,FAC,MUS,MUS 112,21297,18,IN PERSON,Lecture,16:00,17:00,TuTh,Lee,PAC209,30,22,26,0.266666667,22,20,0.909090909
492,MUS 113/MUS 112,FAC,MUS,MUS 112,21478,18,ONLINE,Lecture,TBA,0,0,Lee,ONLINE,24,14,26,0.416666667,19,12,0.631578947
493,MUS 113/MUS 112,FAC,MUS,MUS 113,31348,18,IN PERSON,Lecture,16:00,17:00,TuTh,Lee,PAC209,5,4,26,0.2,3,1,0.333333333
494,MUS 113/MUS 112,FAC,MUS,MUS 113,21312,18,ONLINE,Lecture,TBA,0,0,Lee,ONLINE,2,1,26,0.5,1,0,0
495,MUS 116/117/118/119,FAC,MUS,MUS 116,20373,18,IN PERSON,Lecture,9:30,10:30,TuTh,DeMichele,PAC115,29,26,30,0.103448276,26,24,0.923076923
496,MUS 116/117/118/119,FAC,MUS,MUS 117,20908,18,IN PERSON,Lecture,9:30,10:30,TuTh,DeMichele,PAC115,5,5,30,0,5,5,1
497,MUS 116/117/118/119,FAC,MUS,MUS 118,21674,18,IN PERSON,Lecture,9:30,10:30,TuTh,DeMichele,PAC115,2,0,30,1,1,0,0
498,0,FAC,MUS,MUS 139,32759,18,IN PERSON,Lecture,19:00,21:00,W,Mccoy,PAC115,24,17,50,0.291666667,18,17,0.944444444
499,0,FAC,MUS,MUS 144B,24367,18,ONLINE,Lecture,TBA,0,0,Maz,ONLINE,10,9,20,0.1,9,6,0.666666667
500,0,FAC,MUS,MUS 146B,26420,18,ONLINE,Lecture,TBA,0,0,Maz,ONLINE,12,9,20,0.25,10,9,0.9
501,MUS 148/150,FAC,MUS,MUS 148,20377,18,IN PERSON,Lecture,19:00,19:50,Th,Maz,PAC107,17,13,30,0.235294118,14,10,0.714285714
502,MUS 148/150,FAC,MUS,MUS 150,20379,18,IN PERSON,Lecture,19:00,19:50,Th,Maz,PAC107,11,9,30,0.181818182,10,9,0.9
503,0,FAC,MUS,MUS 156,26422,18,ONLINE,Lecture,TBA,0,0,Maz,ONLINE,14,10,20,0.285714286,11,9,0.818181818
504,0,FAC,MUS,MUS 180,24385,18,ONLINE,Lecture,TBA,0,0,Da Silva,ONLINE,32,25,35,0.21875,26,18,0.692307692
505,MUS 202E/203E,FAC,MUS,MUS 202E,31350,18,IN PERSON,Lecture,19:00,21:00,Tu,Betancourt,PAC112,32,30,30,0.0625,31,30,0.967741935
506,MUS 202E/203E,FAC,MUS,MUS 203E,24363,18,IN PERSON,Lecture,19:00,21:00,Tu,Betancourt,PAC112,7,7,30,0,7,7,1
507,0,FAC,MUS,MUS 204E,31984,18,IN PERSON,Lecture,18:00,20:00,M,Betancourt,PAC112,19,17,75,0.105263158,18,17,0.944444444
508,0,FAC,MUS,MUS 205E,31986,18,IN PERSON,Lecture,18:00,20:00,M,Betancourt,PAC112,10,9,75,0.1,10,9,0.9
509,MUS 206E/207E,FAC,MUS,MUS 206E,31352,18,IN PERSON,Lecture,19:00,20:50,W,Betancourt,PAC112,1,0,30,1,0,0,0
510,MUS 206E/207E,FAC,MUS,MUS 207E,31354,18,IN PERSON,Lecture,19:00,20:50,W,Betancourt,PAC112,24,21,30,0.125,23,21,0.913043478
511,0,FAC,MUS,MUS 208E,31083,18,IN PERSON,Lecture,19:00,21:00,M,Mccoy,PAC107,52,38,24,0.269230769,38,32,0.842105263
512,0,FAC,MUS,MUS 218E,32937,18,IN PERSON,Lecture,18:00,20:00,Tu,DeMichele,PAC115,25,20,30,0.2,18,15,0.833333333
513,0,FAC,MUS,MUS 219E,32939,18,IN PERSON,Lecture,18:00,20:00,Tu,DeMichele,PAC115,6,4,30,0.333333333,5,4,0.8
514,0,FAC,MUS,MUS 298,33329,18,IN PERSON,Independent Study,TBA,0,0,DeMichele,0,1,1,1,0,1,1,1
515,0,FAC,PHOT,PHOT 100,31358,18,IN PERSON,Lecture,15:00,16:00,MW,Sanchez,FA221,27,22,25,0.185185185,23,18,0.782608696
516,0,FAC,PHOT,PHOT 100,20478,18,IN PERSON,Lecture,9:00,11:00,F,Fernandez,FA221,25,16,25,0.36,16,14,0.875
517,0,FAC,PHOT,PHOT 100,31360,18,IN PERSON,Lecture,9:30,10:30,TuTh,Flanders,FA221,31,23,25,0.258064516,25,22,0.88
518,0,FAC,PHOT,PHOT 100,33225,18,IN PERSON,Lecture,12:30,13:30,TuTh,Heckerman,FA221,28,17,25,0.392857143,20,10,0.5
519,0,FAC,PHOT,PHOT 100,20479,18,IN PERSON,Lecture,9:00,10:00,MW,Fernandez,FA221,25,21,25,0.16,24,19,0.791666667
520,0,FAC,PHOT,PHOT 102,31362,18,IN PERSON,Lecture,12:00,13:00,MW,Fernandez,FA221,14,14,25,0,14,14,1
521,0,FAC,PHOT,PHOT 110,30587,18,IN PERSON,Lecture,8:00,9:00,TuTh,Quintana,FA221,26,21,25,0.192307692,24,16,0.666666667
522,0,FAC,PHOT,PHOT 150,29081,18,ONLINE,Lecture,TBA,0,0,Schwenkmeyer,ONLINE,37,19,35,0.486486486,32,14,0.4375
523,0,FAC,PHOT,PHOT 160,25550,18,ONLINE,Lecture,TBA,0,0,Schwenkmeyer,ONLINE,43,28,35,0.348837209,39,18,0.461538462
524,0,FAC,PHOT,PHOT 230,33038,18,IN PERSON,Lecture,15:30,16:30,TuTh,Heckerman,FA221,16,12,25,0.25,12,11,0.916666667
525,0,FAC,PHOT,PHOT 299,33350,15B,IN PERSON,Independent Study,TBA,0,0,Fernandez,0,1,1,0,0,1,1,1
526,0,FAC,TH,TH 101,23858,18,ONLINE,Lecture,TBA,0,0,Hartl,ONLINE,39,13,40,0.666666667,16,13,0.8125
527,0,FAC,TH,TH 101,27416,18,ONLINE,Lecture,TBA,0,0,Dunk,ONLINE,31,14,40,0.548387097,16,10,0.625
528,0,FAC,TH,TH 101,29455,18,IN PERSON,Lecture,13:00,14:20,TuTh,Dunk,FA134,42,39,40,0.071428571,40,26,0.65
529,0,FAC,TH,TH 101,26098,15B,ONLINE,Lecture,TBA,0,0,Sneed,ONLINE,42,30,40,0.285714286,37,19,0.513513514
530,0,FAC,TH,TH 101,27417,9A,ONLINE,Lecture,TBA,0,0,Reiter,ONLINE,38,18,40,0.526315789,22,16,0.727272727
531,0,FAC,TH,TH 101,20839,9B,ONLINE,Lecture,TBA,0,0,Wahlquist,ONLINE,53,23,40,0.566037736,26,16,0.615384615
532,0,FAC,TH,TH 101,25999,9B,ONLINE,Lecture,TBA,0,0,Prell,ONLINE,42,37,40,0.119047619,35,34,0.971428571
533,0,FAC,TH,TH 101,21290,9B,ONLINE,Lecture,TBA,0,0,0,ONLINE,42,20,40,0.523809524,25,11,0.44
534,0,FAC,TH,TH 103,32941,12,ONLINE,Lecture,TBA,0,0,Sneed,ONLINE,34,14,40,0.588235294,16,8,0.5
535,0,FAC,TH,TH 108,32763,18,IN PERSON,Lecture,9:00,10:30,MW,Hartl,PAC120,15,13,28,0.133333333,13,11,0.846153846
536,0,FAC,TH,TH 110,27696,15B,IN PERSON,Lecture,13:00,14:30,TuTh,Reiter,PAC120,29,22,28,0.24137931,22,19,0.863636364
537,0,FAC,TH,TH 112,32154,15B,ONLINE,Lecture,TBA,0,0,Wahlquist,ONLINE,26,8,28,0.692307692,12,4,0.333333333
538,0,FAC,TH,TH 114,33040,15B,IN PERSON,Lecture,17:00,18:10,TuTh,Reiter,PAC120,28,11,28,0.607142857,13,9,0.692307692
539,0,FAC,TH,TH 120,32157,18,IN PERSON,Lecture,15:00,16:00,TuTh,Dunk,PAC130,19,17,20,0.105263158,17,17,1
540,0,FAC,TH,TH 123,28770,18,IN PERSON,Lecture,11:00,13:15,M,Levy,PAC130,15,12,15,0.2,14,10,0.714285714
541,TH 130/131/132,FAC,TH,TH 130,25135,9A,IN PERSON,Lecture,19:00,19:30,F,Prell,PAC120,7,7,0,0,7,7,1
542,TH 130/131/132,FAC,TH,TH 130,25137,9B,IN PERSON,Lecture,19:00,20:00,F,Reiter,PAC120,6,6,0,0,5,5,1
543,TH 130/131/132,FAC,TH,TH 131,25139,9A,IN PERSON,Lecture,19:00,21:00,F,Prell,PAC120,3,3,0,0,3,3,1
544,TH 130/131/132,FAC,TH,TH 131,25141,9B,IN PERSON,Lecture,19:00,21:00,F,Reiter,PAC120,2,2,0,0,2,2,1
545,TH 130/131/132,FAC,TH,TH 132,30829,9A,IN PERSON,Lecture,19:00,21:00,F,Prell,PAC120,5,5,0,0,5,5,1
546,TH 130/131/132,FAC,TH,TH 132,25133,9B,IN PERSON,Lecture,19:00,21:00,F,Reiter,PAC120,1,1,0,0,1,1,1
547,TH133/134,FAC,TH,TH 133,32159,9A,IN PERSON,Lecture,12:00,13:00,F,Dunk,PAC130,40,16,20,0.6,18,14,0.777777778
548,TH133/134,FAC,TH,TH 133,32479,9B,IN PERSON,Lecture,12:00,13:00,F,Lock,PAC130,32,12,20,0.625,30,12,0.4
549,TH133/134,FAC,TH,TH 134,32161,9A,IN PERSON,Lecture,12:00,14:00,F,Dunk,PAC130,20,12,20,0.4,12,12,1
550,TH133/134,FAC,TH,TH 134,32481,9B,IN PERSON,Lecture,12:00,14:00,F,Dunk,PAC130,18,12,20,0.333333333,16,12,0.75
551,0,FAC,TH,TH 150,21291,15B,IN PERSON,Lecture,19:00,22:20,W,Campolo,FA134,40,36,40,0.1,38,36,0.947368421
552,0,FAC,TH,TH 150,20958,15B,IN PERSON,Lecture,19:00,22:20,F,Campolo,FA133,34,26,40,0.235294118,30,26,0.866666667
553,0,FAC,TH,TH 150,23434,9B,ONLINE,Lecture,TBA,0,0,Campolo,ONLINE,53,47,40,0.113207547,43,41,0.953488372
554,0,FAC,TH,TH 150,29752,9B,ONLINE,Lecture,TBA,0,0,Campolo,ONLINE,50,42,40,0.16,40,37,0.925
555,RTV 151/TH 151,FAC,TH,TH 151,20593,18,ONLINE,Lecture,TBA,0,0,Piotrowski,ONLINE,20,12,35,0.4,16,8,0.5
556,RTV 151/TH 151,FAC,TH,TH 151,28514,15B,IN PERSON,Lecture,18:00,21:20,M,Piotrowski,PAC119,12,8,35,0.333333333,8,7,0.875
557,0,FAC,TH,TH 212,32163,15B,IN PERSON,Lecture,13:00,16:40,W,Reiter,PAC120,13,10,28,0.230769231,12,9,0.75
558,0,HO,CA,CA 55,25517,9B,ONLINE,Lecture,TBA,0,0,Aiton,ONLINE,45,27,40,0.4,40,19,0.475
559,0,HO,CA,CA 101,20900,15B,ONLINE,Lecture,TBA,0,0,Aiton,ONLINE,60,40,50,0.333333333,47,19,0.404255319
560,0,HO,CA,CA 101,20890,15A,IN PERSON,Lecture,14:00,16:10,Tu,Yu,CB104,55,45,50,0.181818182,49,30,0.612244898
561,0,HO,CA,CA 120,24705,18,ONLINE,Lecture,TBA,0,0,Lew,ONLINE,51,31,50,0.392156863,36,25,0.694444444
562,0,HO,CA,CA 120,33002,18,ONLINE,Lecture,TBA,0,0,Lew,ONLINE,45,16,50,0.644444444,26,12,0.461538462
563,0,HO,CA,CA 180,31935,18,IN PERSON,Lecture,14:00,15:50,Th,Yu,CB104,43,33,30,0.23255814,41,32,0.780487805
564,0,HO,CA,CA 181,31938,18,IN PERSON,Lecture,16:00,17:30,MW,Lopez,CB101,18,18,30,0,18,17,0.944444444
565,0,HO,CA,CA 182,31007,18,IN PERSON,Lecture,16:00,17:30,MW,Mercado,CB103,21,18,30,0.142857143,21,18,0.857142857
566,0,HO,CA,CA 230,33197,15B,ONLINE,Lecture,TBA,0,0,Pierini,ONLINE,35,25,40,0.285714286,27,19,0.703703704
567,0,HO,CA,CA 240,30538,15B,ONLINE,Lecture,TBA,0,0,Aiton,ONLINE,32,24,40,0.25,26,9,0.346153846
568,0,HO,CA,CA 250,31010,18,IN PERSON,Lecture,9:00,10:50,MTuW,Zambrano,CB104,60,50,30,0.166666667,50,46,0.92
569,0,HO,CA,CA 251,31014,18,IN PERSON,Lecture,9:00,9:50,TuWTh,Lew,CB102,12,10,30,0.166666667,10,10,1
570,0,HO,CA,CA 252,31016,18,IN PERSON,Lecture,9:00,9:50,TuWTh,Pierini,CB101,19,17,30,0.105263158,19,16,0.842105263
571,0,HO,CA,CA 260,24193,15B,ONLINE,Lecture,TBA,0,0,Aiton,ONLINE,47,42,40,0.106382979,46,29,0.630434783
572,0,HO,CA,CA 270,31018,15B,ONLINE,Lecture,TBA,0,0,Pierini,ONLINE,23,13,32,0.434782609,14,11,0.785714286
573,0,HO,CD,CD 110,20120,18,ONLINE,Lecture,TBA,0,0,Andrade,ONLINE,55,39,48,0.290909091,47,34,0.723404255
574,0,HO,CD,CD 110,20121,18,ONLINE,Lecture,TBA,0,0,Andrade,ONLINE,53,31,48,0.41509434,46,29,0.630434783
575,0,HO,CD,CD 110,23800,18,IN PERSON,Lecture,18:00,20:50,Th,Sandoval,SL107,52,36,48,0.307692308,44,32,0.727272727
576,0,HO,CD,CD 110,20122,18,IN PERSON,Lecture,14:00,16:50,M,Beck,MP101,52,39,48,0.25,45,35,0.777777778
577,0,HO,CD,CD 110,22181,18,IN PERSON,Lecture,8:00,10:50,Tu,Beck,MP101,51,43,48,0.156862745,47,34,0.723404255
578,0,HO,CD,CD 110,23805,18,ONLINE,Lecture,TBA,0,0,Roque,ONLINE,52,34,48,0.346153846,44,30,0.681818182
579,0,HO,CD,CD 110,20124,18,ONLINE,Lecture,TBA,0,0,Gradin,ONLINE,56,41,48,0.267857143,47,30,0.638297872
580,0,HO,CD,CD 110,22182,9B,HYBRID,Lecture,18:00,20:50,W,Tharuvai,SL107,52,27,48,0.480769231,47,25,0.531914894
581,0,HO,CD,CD 124,20661,18,IN PERSON,Lecture,18:00,20:50,W,Palma,MP101,53,29,48,0.452830189,32,25,0.78125
582,0,HO,CD,CD 124,22183,18,IN PERSON,Lecture,14:00,16:50,Tu,Palma,MP101,35,30,48,0.142857143,30,30,1
583,0,HO,CD,CD 124,32722,9A,ONLINE,Lecture,TBA,0,0,Palma,ONLINE,69,53,48,0.231884058,56,48,0.857142857
584,0,HO,CD,CD 139,20125,18,IN PERSON,Lecture,11:00,13:50,W,Gibson,MP101,50,35,48,0.3,40,31,0.775
585,0,HO,CD,CD 139,21761,18,ONLINE,Lecture,TBA,0,0,Gibson,ONLINE,64,46,48,0.28125,52,36,0.692307692
586,0,HO,CD,CD 139,29279,18,ONLINE,Lecture,TBA,0,0,Beck,ONLINE,58,41,48,0.293103448,45,36,0.8
587,0,HO,CDEC,CDEC 111,20128,18,ONLINE,Lecture,TBA,0,0,Palma,ONLINE,58,41,48,0.293103448,47,36,0.765957447
588,0,HO,CDEC,CDEC 111,20127,18,IN PERSON,Lecture,8:00,10:50,Tu,Andrade,SL107,55,43,48,0.218181818,47,39,0.829787234
589,0,HO,CDEC,CDEC 112,20665,18,IN PERSON,Lecture,11:00,13:50,W,Andrade,SL107,60,47,48,0.216666667,50,42,0.84
590,0,HO,CDEC,CDEC 112,20130,18,IN PERSON,Lecture,18:00,20:50,M,Black,SL107,46,34,48,0.260869565,41,30,0.731707317
591,0,HO,CDEC,CDEC 113,23804,18,IN PERSON,Lecture,11:00,13:50,M,Palma,SL107,52,39,48,0.25,43,37,0.860465116
592,0,HO,CDEC,CDEC 113,21660,18,ONLINE,Lecture,TBA,0,0,Palma,ONLINE,57,43,48,0.245614035,48,39,0.8125
593,0,HO,CDEC,CDEC 161,20662,18,ONLINE,Lecture,TBA,0,0,Beck,ONLINE,65,50,48,0.230769231,50,36,0.72
594,0,HO,CDEC,CDEC 161,22355,9A,ONLINE,Lecture,TBA,0,0,Beck,ONLINE,49,33,48,0.326530612,45,32,0.711111111
595,0,HO,CDEC,CDEC 164,31021,18,IN PERSON,Lecture,17:30,19:20,M,Ramirez,MP101,22,15,20,0.318181818,15,13,0.866666667
596,0,HO,CDEC,CDEC 164,33003,18,IN PERSON,Lecture,9:00,10:50,Th,Andrade,MP101,23,19,20,0.173913043,22,19,0.863636364
597,0,HO,CDEC,CDEC 164,26164,18,IN PERSON,Lecture,17:30,19:20,Tu,Gradin,MP101,28,19,20,0.321428571,20,18,0.9
598,0,HO,CDEC,CDEC 166,26168,18,ONLINE,Lecture,TBA,0,0,Gradin,ONLINE,43,34,35,0.209302326,38,29,0.763157895
599,0,HO,CDEC,CDEC 230,20668,18,ONLINE,Lecture,TBA,0,0,Gibson,ONLINE,40,27,35,0.325,35,27,0.771428571
600,0,HO,CDIT,CDIT 151,20669,18,ONLINE,Lecture,TBA,0,0,Gradin,ONLINE,66,51,45,0.227272727,54,40,0.740740741
601,0,HO,CDIT,CDIT 152,22833,18,HYBRID,Lecture,14:00,16:50,M,Gradin,SL107,39,23,45,0.41025641,33,23,0.696969697
602,0,HO,CDSE,CDSE 150,26166,18,ONLINE,Lecture,TBA,0,0,Banh,ONLINE,61,38,48,0.37704918,40,33,0.825
603,0,HO,CDSE,CDSE 152,26167,18,ONLINE,Lecture,TBA,0,0,Ramirez,ONLINE,55,47,48,0.145454545,43,37,0.860465116
604,0,HO,DA,DA 51,20149,18,REMOTE,Lecture,8:00,10:50,M,Cosio,REMOTE,27,25,0,0.074074074,25,25,1
605,0,HO,DA,DA 52,20151,18,ONLINE,Lecture,TBA,0,0,Hurtado,ONLINE,27,25,0,0.074074074,25,25,1
606,0,HO,DA,DA 53,20155,18,ONLINE,Lecture,TBA,0,0,Contreras,ONLINE,27,25,0,0.074074074,25,25,1
607,0,HO,DA,DA 54,20159,18,ONLINE,Lecture,TBA,0,0,Contreras,ONLINE,27,25,0,0.074074074,25,25,1
608,0,HO,DH,DH 110,20162,18,IN PERSON,Lecture,13:00,14:50,Th,Ward,CB103,24,23,0,0.041666667,24,23,0.958333333
609,0,HO,DH,DH 111,20163,18,IN PERSON,Lecture,16:00,17:50,Th,Rozak,CB101,24,23,0,0.041666667,24,23,0.958333333
610,0,HO,DH,DH 112,31946,18,IN PERSON,Lecture,8:00,8:50,W,Shore,CB103,24,23,0,0.041666667,24,23,0.958333333
611,0,HO,DH,DH 114,31949,18,IN PERSON,Lecture,9:00,10:50,Tu,Stephens,SL106,24,23,0,0.041666667,24,23,0.958333333
612,0,HO,DH,DH 116,20172,18,IN PERSON,Lecture,15:00,17:00,Tu,Loera,CB103,24,23,0,0.041666667,24,23,0.958333333
613,0,HO,DH,DH 119,20173,18,IN PERSON,Lecture,18:00,20:00,Tu,Grammatica,CB103,24,23,0,0.041666667,24,23,0.958333333
614,0,HO,DH,DH 234,20175,18,IN PERSON,Lecture,15:00,16:50,Tu,Diaz,CB102,19,18,24,0.052631579,18,18,1
615,0,HO,DH,DH 235,20176,18,IN PERSON,Lecture,8:00,10:00,Tu,Shore,CB103,21,20,24,0.047619048,18,18,1
616,0,HO,DH,DH 238,21662,18,IN PERSON,Lecture,8:00,9:00,Th,Zozaya,CB103,7,7,12,0,7,7,1
617,0,HO,DH,DH 238,21664,18,IN PERSON,Lecture,10:00,11:00,Th,Zozaya,CB103,12,11,12,0.083333333,11,11,1
618,0,HO,DH,DH 239,20181,18,IN PERSON,Lecture,13:00,14:50,Tu,Stephens,CB103,20,18,24,0.1,18,18,1
619,0,HO,HO,HO 53,33117,6C,ONLINE,Lecture,TBA,0,0,Friend,ONLINE,29,25,0,0.137931034,25,25,1
620,0,HO,HO,HO 53,20944,6B,IN PERSON,Lecture,17:00,19:00,Tu,Kane,SL105,41,33,36,0.195121951,41,27,0.658536585
621,0,HO,HO,HO 54,20903,6C,IN PERSON,Lecture,17:00,19:00,Tu,Kane,SL105,38,33,36,0.131578947,37,28,0.756756757
622,0,HO,HO,HO 55,32723,9A,IN PERSON,Lecture,9:00,11:00,F,Friend,SL105,36,26,36,0.277777778,31,25,0.806451613
623,0,HO,HO,HO 55,20892,9B,IN PERSON,Lecture,17:00,19:00,W,Bucho,SL105,35,21,36,0.4,23,16,0.695652174
624,0,HO,HO,HO 56,30056,9B,ONLINE,Lecture,TBA,0,0,Trivedi,ONLINE,32,13,30,0.59375,29,10,0.344827586
625,0,HO,HO,HO 56,20894,9A,REMOTE,Lecture,8:00,9:50,W,Makarem,REMOTE,31,24,30,0.225806452,30,19,0.633333333
626,HED 102/HO102,HO,HO,HO 102,32387,15B,ONLINE,Lecture,TBA,0,0,Knapp,ONLINE,29,18,35,0.379310345,20,17,0.85
627,0,HO,HO,HO 152,29281,18,ONLINE,Lecture,TBA,0,0,Caminiti,ONLINE,73,50,60,0.315068493,56,38,0.678571429
628,0,HO,MA,MA 60,20714,18,IN PERSON,Lecture,16:00,17:50,M,Gurrola,SL109,58,39,48,0.327586207,44,31,0.704545455
629,0,HO,MA,MA 60,33116,12,IN PERSON,Lecture,15:40,16:30,MTuW,Vidal,AHS *,25,24,0,0.04,25,19,0.76
630,0,HO,MA,MA 63,24195,18,IN PERSON,Lecture,18:00,20:50,M,Gurrola,SL109,51,28,40,0.450980392,37,24,0.648648649
631,0,HO,MA,MA 64,20716,18,IN PERSON,Lecture,17:00,19:00,Th,Kane,SL105,46,33,32,0.282608696,37,24,0.648648649
632,0,HO,MA,MA 66,26861,18,IN PERSON,Lecture,9:00,11:00,W,Gurrola,SL105,38,26,36,0.315789474,30,24,0.8
633,0,HO,MA,MA 67,31025,18,IN PERSON,Lecture,14:00,16:50,Th,Gurrola,SL105,25,24,30,0.04,24,21,0.875
634,0,HO,MA,MA 68,26864,18,IN PERSON,Lecture,13:00,13:50,Th,Gurrola,SL105,25,23,20,0.08,23,23,1
635,0,HO,MA,MA 161,20277,18,IN PERSON,Lecture,9:00,11:50,M,Vidal,LC155,57,35,60,0.385964912,46,22,0.47826087
636,0,HO,MA,MA 161,20718,18,ONLINE,Lecture,TBA,0,0,Artates,ONLINE,65,52,60,0.2,56,47,0.839285714
637,0,HO,MA,MA 161,21341,18,ONLINE,Lecture,TBA,0,0,Schmidt,ONLINE,65,51,60,0.215384615,59,49,0.830508475
638,0,HO,MA,MA 161,31952,18,ONLINE,Lecture,TBA,0,0,Schmidt,ONLINE,67,40,60,0.402985075,54,39,0.722222222
639,NRSG 25/26,HO,NRSG,NRSG 26,20859,9B,ONLINE,Lecture,TBA,0,0,Natividad,ONLINE,33,18,30,0.454545455,22,18,0.818181818
640,0,HO,NRSG,NRSG 210,20860,9A,HYBRID,Lecture,7:30,10:40,MTh,Brown Farr,SL109,80,76,0,0.05,76,74,0.973684211
641,0,HO,NRSG,NRSG 211,30751,9A,HYBRID,Lecture,12:30,14:20,Th,Cooke,SL109,39,37,0,0.051282051,38,37,0.973684211
642,0,HO,NRSG,NRSG 212,20911,9B,ONLINE,Lecture,TBA,0,0,Veloz-Rendon,ONLINE,120,114,56,0.05,117,90,0.769230769
643,0,HO,NRSG,NRSG 213A,20866,6C,HYBRID,Lecture,16:00,17:30,Th,Brooks,REMOTE,37,34,0,0.081081081,33,31,0.939393939
644,0,HO,NRSG,NRSG 213B,31051,9A,HYBRID,Lecture,8:00,9:50,F,Brooks,REMOTE,11,7,50,0.363636364,8,6,0.75
645,0,HO,NRSG,NRSG 215,22196,9B,HYBRID,Lecture,16:00,18:05,Th,Riedel,SL108,30,15,30,0.5,17,14,0.823529412
646,0,HO,NRSG,NRSG 220,20867,9A,HYBRID,Lecture,8:00,10:50,M,Hiveley,SL108,82,76,50,0.073170732,80,72,0.9
647,0,HO,NRSG,NRSG 222,20916,9B,HYBRID,Lecture,8:00,14:00,M,Orozco,REMOTE,39,36,48,0.076923077,36,36,1
648,0,HO,NRSG,NRSG 230,20872,9A,HYBRID,Lecture,12:30,15:00,Th,Gonzalez,SL108,76,76,50,0,76,76,1
649,0,HO,NRSG,NRSG 232,20918,9B,HYBRID,Lecture,12:30,14:50,WTh,Moreno,REMOTE,39,35,50,0.102564103,39,33,0.846153846
650,0,HO,NRSG,NRSG 240,30758,9A,HYBRID,Lecture,8:30,10:45,WTh,Robbins II,REMOTE,48,48,30,0,48,48,1
651,0,HO,NRSG,NRSG 242,31044,9B,HYBRID,Lecture,10:00,10:50,Th,Cooke,SL109,24,24,28,0,24,24,1
652,0,HO,NRSG,NRSG 251,21405,9A,ONLINE,Lecture,TBA,0,0,Caminiti,ONLINE,23,13,20,0.434782609,15,10,0.666666667
653,0,HO,PHAR,PHAR 50,20952,9B,IN PERSON,Lecture,8:00,10:50,W,Makarem,SL108,27,21,30,0.222222222,26,18,0.692307692
654,0,HO,PHAR,PHAR 55,23662,9A,REMOTE,Lecture,8:00,10:50,Tu,Makarem,REMOTE,29,25,24,0.137931034,28,23,0.821428571
655,0,HO,PHAR,PHAR 56,23665,9A,ONLINE,Lecture,TBA,0,0,Shields,ONLINE,30,25,25,0.166666667,28,22,0.785714286
656,0,HO,PHAR,PHAR 57,33101,9A,REMOTE,Lecture,8:00,10:50,F,Casas,REMOTE,33,25,30,0.242424242,29,24,0.827586207
657,0,HO,PHAR,PHAR 63,20772,9B,ONLINE,Lecture,TBA,0,0,Shields,ONLINE,21,20,30,0.047619048,20,18,0.9
658,0,HO,PHAR,PHAR 64,23557,18,ONLINE,Lecture,TBA,0,0,Casas,ONLINE,14,13,24,0.071428571,14,13,0.928571429
659,0,HO,PHAR,PHAR 65,22144,18,IN PERSON,Lecture,9:00,11:00,W,Casas,SL101,18,16,24,0.111111111,17,16,0.941176471
660,0,HO,PHAR,PHAR 81,20773,18,ONLINE,Lecture,TBA,0,0,Makarem,ONLINE,35,20,45,0.428571429,30,16,0.533333333
661,0,HO,PHAR,PHAR 83,20467,18,HYBRID,Lecture,8:00,10:50,Th,Casas,SL101,27,19,30,0.296296296,21,16,0.761904762
662,0,HO,PHAR,PHAR 85,20774,18,HYBRID,Lecture,8:00,10:50,Tu,Casas,SL108,16,12,35,0.25,14,10,0.714285714
663,0,HO,PHAR,PHAR 90,20468,18,REMOTE,Lecture,8:00,8:50,Th,Makarem,REMOTE,12,10,12,0.166666667,8,8,1
664,0,HO,PHAR,PHAR 95,20469,18,ONLINE,Lecture,TBA,0,0,Makarem,ONLINE,15,12,12,0.2,8,8,1
665,0,HO,PTA,PTA 110,20523,18,IN PERSON,Lecture,16:00,18:50,M,Christensen,CB102,32,30,0,0.0625,31,28,0.903225806
666,0,HO,PTA,PTA 120,20525,18,IN PERSON,Lecture,16:00,18:50,W,Christensen,CB102,34,32,0,0.058823529,33,29,0.878787879
667,0,HO,PTA,PTA 129,22194,9A,IN PERSON,Lecture,18:00,20:50,Tu,Ingstad,CB102,32,27,32,0.15625,27,27,1
668,0,HO,PTA,PTA 230,20527,18,IN PERSON,Lecture,19:00,21:50,M,Ingstad,CB104,27,27,32,0,27,26,0.962962963
669,0,HO,PTA,PTA 233,20813,18,IN PERSON,Lecture,17:00,18:50,M,De Haas,CB104,28,27,32,0.035714286,27,27,1
670,0,HO,SLP,SLP 101,24198,18,IN PERSON,Lecture,18:00,20:50,M,Cepeda,CB101,41,26,30,0.365853659,30,24,0.8
671,0,HO,SLP,SLP 101,31344,18,REMOTE,Lecture,18:00,20:50,Tu,Buchheit,REMOTE,40,23,30,0.425,24,22,0.916666667
672,0,HO,SLP,SLP 105,22670,18,IN PERSON,Lecture,18:00,20:50,W,Bundakji,CB101,39,23,30,0.41025641,29,22,0.75862069
